gene_claim_name	gene_concept_id	gene_name	interaction_source_db_name	interaction_source_db_version	interaction_type	interaction_score	drug_claim_name	drug_concept_id	drug_name	approved	immunotherapy	anti_neoplastic
TOP2B	hgnc:11990	TOP2B	ChEMBL	32	inhibitor	0.38802667	ETOPOSIDE	rxcui:4179	ETOPOSIDE	TRUE	FALSE	TRUE
GUCY1B2	hgnc:4686	GUCY1B2	ChEMBL	32	activator	0.412447929	ISOSORBIDE DINITRATE	rxcui:6058	ISOSORBIDE DINITRATE	TRUE	FALSE	FALSE
GUCY1B2	hgnc:4686	GUCY1B2	ChEMBL	32	activator	0.64813246	NITRIC OXIDE	rxcui:7442	NITRIC OXIDE	TRUE	FALSE	FALSE
IMPDH2	hgnc:6053	IMPDH2	ChEMBL	32	inhibitor	0.21064305	THIOGUANINE	rxcui:10485	THIOGUANINE	TRUE	FALSE	TRUE
GUCY1A2	hgnc:4684	GUCY1A2	ChEMBL	32	activator	1.123429598	NITRIC OXIDE	rxcui:7442	NITRIC OXIDE	TRUE	FALSE	FALSE
ADRA1D	hgnc:280	ADRA1D	ChEMBL	32	agonist	0.129626492	ERGOTAMINE TARTRATE	rxcui:42676	ERGOTAMINE TARTRATE	TRUE	FALSE	FALSE
ABCC8	hgnc:59	ABCC8	ChEMBL	32	blocker	1.474501347	"TOLBUTAMIDE SODIUM, STERILE"	chembl:CHEMBL1200874	"TOLBUTAMIDE SODIUM, STERILE"	TRUE	FALSE	FALSE
FLT1	hgnc:3763	FLT1	ChEMBL	32	inhibitor	0.184774605	SUNITINIB MALATE	rxcui:357977	SUNITINIB	TRUE	FALSE	TRUE
CACNA1S	hgnc:1397	CACNA1S	ChEMBL	32	blocker	0.075229661	NISOLDIPINE	rxcui:7435	NISOLDIPINE	TRUE	FALSE	FALSE
ITGAV	hgnc:6150	ITGAV	ChEMBL	32	inhibitor	0.756154537	ABCIXIMAB	rxcui:83929	ABCIXIMAB	TRUE	FALSE	FALSE
CHRNA3	hgnc:1957	CHRNA3	ChEMBL	32	inhibitor	2.106430496	PENTOLINIUM TARTRATE	ncit:C66345	PENTOLINIUM TARTRATE	TRUE	FALSE	FALSE
ADRB2	hgnc:286	ADRB2	ChEMBL	32	inhibitor	0.223409295	METIPRANOLOL HYDROCHLORIDE	rxcui:314731	METIPRANOLOL HYDROCHLORIDE	TRUE	FALSE	FALSE
AR	hgnc:644	AR	ChEMBL	32	agonist	0.041053402	METHYLTESTOSTERONE	rxcui:6904	METHYLTESTOSTERONE	TRUE	FALSE	FALSE
RPOB	NULL	NULL	ChEMBL	32	inhibitor	NULL	RIFABUTIN	rxcui:55672	RIFABUTIN	TRUE	FALSE	FALSE
RPOA	NULL	NULL	ChEMBL	32	inhibitor	NULL	RIFABUTIN	rxcui:55672	RIFABUTIN	TRUE	FALSE	FALSE
RPOC	NULL	NULL	ChEMBL	32	inhibitor	NULL	RIFABUTIN	rxcui:55672	RIFABUTIN	TRUE	FALSE	FALSE
RPOZ	NULL	NULL	ChEMBL	32	inhibitor	NULL	RIFABUTIN	rxcui:55672	RIFABUTIN	TRUE	FALSE	FALSE
RPOB	NULL	NULL	ChEMBL	32	inhibitor	NULL	RIFAPENTINE	rxcui:35617	RIFAPENTINE	TRUE	FALSE	FALSE
RPOA	NULL	NULL	ChEMBL	32	inhibitor	NULL	RIFAPENTINE	rxcui:35617	RIFAPENTINE	TRUE	FALSE	FALSE
RPOC	NULL	NULL	ChEMBL	32	inhibitor	NULL	RIFAPENTINE	rxcui:35617	RIFAPENTINE	TRUE	FALSE	FALSE
GSC1	NULL	NULL	ChEMBL	32	inhibitor	NULL	ANIDULAFUNGIN	rxcui:341018	ANIDULAFUNGIN	TRUE	FALSE	FALSE
ABAT	hgnc:23	ABAT	ChEMBL	32	inhibitor	11.79601078	VIGABATRIN	rxcui:14851	VIGABATRIN	TRUE	FALSE	FALSE
GB	NULL	NULL	ChEMBL	32	inhibitor	NULL	DOCOSANOL	rxcui:594680	DOCOSANOL	TRUE	FALSE	FALSE
GG	NULL	NULL	ChEMBL	32	inhibitor	NULL	DOCOSANOL	rxcui:594680	DOCOSANOL	TRUE	FALSE	FALSE
GJ	NULL	NULL	ChEMBL	32	inhibitor	NULL	DOCOSANOL	rxcui:594680	DOCOSANOL	TRUE	FALSE	FALSE
GN	NULL	NULL	ChEMBL	32	inhibitor	NULL	DOCOSANOL	rxcui:594680	DOCOSANOL	TRUE	FALSE	FALSE
PBPB	NULL	NULL	ChEMBL	32	inhibitor	NULL	AZLOCILLIN SODIUM	rxcui:203836	AZLOCILLIN SODIUM	TRUE	FALSE	FALSE
PBPA	NULL	NULL	ChEMBL	32	inhibitor	NULL	AZLOCILLIN SODIUM	rxcui:203836	AZLOCILLIN SODIUM	TRUE	FALSE	FALSE
PONB	NULL	NULL	ChEMBL	32	inhibitor	NULL	AZLOCILLIN SODIUM	rxcui:203836	AZLOCILLIN SODIUM	TRUE	FALSE	FALSE
PBPC	NULL	NULL	ChEMBL	32	inhibitor	NULL	AZLOCILLIN SODIUM	rxcui:203836	AZLOCILLIN SODIUM	TRUE	FALSE	FALSE
DACA	NULL	NULL	ChEMBL	32	inhibitor	NULL	AZLOCILLIN SODIUM	rxcui:203836	AZLOCILLIN SODIUM	TRUE	FALSE	FALSE
MRCA	NULL	NULL	ChEMBL	32	inhibitor	NULL	AZLOCILLIN SODIUM	rxcui:203836	AZLOCILLIN SODIUM	TRUE	FALSE	FALSE
GI	hgnc:4384	GNAI1	ChEMBL	32	inhibitor	7.372506737	DOCOSANOL	rxcui:594680	DOCOSANOL	TRUE	FALSE	FALSE
LAMC3	hgnc:6494	LAMC3	ChEMBL	32	cleavage	1.552106681	OCRIPLASMIN	rxcui:29998	OCRIPLASMIN	TRUE	FALSE	FALSE
PSMA4	hgnc:9533	PSMA4	ChEMBL	32	inhibitor	0.571235389	CARFILZOMIB	rxcui:1302966	CARFILZOMIB	TRUE	FALSE	TRUE
COL15A1	hgnc:2192	COL15A1	ChEMBL	32	cleavage	0.776053341	OCRIPLASMIN	rxcui:29998	OCRIPLASMIN	TRUE	FALSE	FALSE
PSMA8	hgnc:22985	PSMA8	ChEMBL	32	inhibitor	0.666441287	CARFILZOMIB	rxcui:1302966	CARFILZOMIB	TRUE	FALSE	TRUE
COL18A1	hgnc:2195	COL18A1	ChEMBL	32	cleavage	0.110864763	OCRIPLASMIN	rxcui:29998	OCRIPLASMIN	TRUE	FALSE	FALSE
COL1A1	hgnc:2197	COL1A1	ChEMBL	32	cleavage	0.221729526	OCRIPLASMIN	rxcui:29998	OCRIPLASMIN	TRUE	FALSE	FALSE
COL28A1	hgnc:22442	COL28A1	ChEMBL	32	cleavage	0.776053341	OCRIPLASMIN	rxcui:29998	OCRIPLASMIN	TRUE	FALSE	FALSE
PSMC4	hgnc:9551	PSMC4	ChEMBL	32	inhibitor	0.799729544	CARFILZOMIB	rxcui:1302966	CARFILZOMIB	TRUE	FALSE	TRUE
PSMD13	hgnc:9558	PSMD13	ChEMBL	32	inhibitor	0.799729544	CARFILZOMIB	rxcui:1302966	CARFILZOMIB	TRUE	FALSE	TRUE
ERG11	NULL	NULL	ChEMBL	32	inhibitor	NULL	MICONAZOLE	rxcui:42790	MICONAZOLE NITRATE	TRUE	FALSE	FALSE
ERG11	NULL	NULL	ChEMBL	32	inhibitor	NULL	TIOCONAZOLE	rxcui:38298	TIOCONAZOLE	TRUE	FALSE	FALSE
PTGS2	hgnc:9605	PTGS2	ChEMBL	32	inhibitor	1.608546924	VALDECOXIB	rxcui:278567	VALDECOXIB	TRUE	FALSE	FALSE
CHRNG	hgnc:1967	CHRNG	ChEMBL	32	agonist	0.842572199	DECAMETHONIUM BROMIDE	ncit:C65365	DECAMETHONIUM BROMIDE	TRUE	FALSE	FALSE
MS4A1	hgnc:7315	MS4A1	ChEMBL	32	binder	1.058616352	RITUXIMAB	rxcui:121191	RITUXIMAB	TRUE	TRUE	TRUE
CHRNE	hgnc:1966	CHRNE	ChEMBL	32	inhibitor	0.786400719	TUBOCURARINE CHLORIDE	rxcui:82115	TUBOCURARINE CHLORIDE	TRUE	FALSE	FALSE
CHRNB1	hgnc:1961	CHRNB1	ChEMBL	32	inhibitor	0.786400719	TUBOCURARINE CHLORIDE	rxcui:82115	TUBOCURARINE CHLORIDE	TRUE	FALSE	FALSE
MT-ND4L	hgnc:7460	MT-ND4L	ChEMBL	32	inhibitor	0.351071749	METFORMIN HYDROCHLORIDE	rxcui:235743	METFORMIN HYDROCHLORIDE	TRUE	FALSE	TRUE
MT-ND2	hgnc:7456	MT-ND2	ChEMBL	32	inhibitor	0.351071749	METFORMIN HYDROCHLORIDE	rxcui:235743	METFORMIN HYDROCHLORIDE	TRUE	FALSE	TRUE
NDUFS8	hgnc:7715	NDUFS8	ChEMBL	32	inhibitor	0.351071749	METFORMIN HYDROCHLORIDE	rxcui:235743	METFORMIN HYDROCHLORIDE	TRUE	FALSE	TRUE
NDUFAB1	hgnc:7694	NDUFAB1	ChEMBL	32	inhibitor	0.351071749	METFORMIN HYDROCHLORIDE	rxcui:235743	METFORMIN HYDROCHLORIDE	TRUE	FALSE	TRUE
GLRB	hgnc:4329	GLRB	ChEMBL	32	agonist	0.44681859	METHOXYFLURANE	rxcui:6857	METHOXYFLURANE	TRUE	FALSE	FALSE
MT-ND5	hgnc:7461	MT-ND5	ChEMBL	32	inhibitor	0.351071749	METFORMIN HYDROCHLORIDE	rxcui:235743	METFORMIN HYDROCHLORIDE	TRUE	FALSE	TRUE
NDUFA10	hgnc:7684	NDUFA10	ChEMBL	32	inhibitor	0.351071749	METFORMIN HYDROCHLORIDE	rxcui:235743	METFORMIN HYDROCHLORIDE	TRUE	FALSE	TRUE
NDUFV3	hgnc:7719	NDUFV3	ChEMBL	32	inhibitor	0.351071749	METFORMIN HYDROCHLORIDE	rxcui:235743	METFORMIN HYDROCHLORIDE	TRUE	FALSE	TRUE
NDUFB9	hgnc:7704	NDUFB9	ChEMBL	32	inhibitor	0.351071749	METFORMIN HYDROCHLORIDE	rxcui:235743	METFORMIN HYDROCHLORIDE	TRUE	FALSE	TRUE
NDUFB11	hgnc:20372	NDUFB11	ChEMBL	32	inhibitor	0.351071749	METFORMIN HYDROCHLORIDE	rxcui:235743	METFORMIN HYDROCHLORIDE	TRUE	FALSE	TRUE
NDUFA7	hgnc:7691	NDUFA7	ChEMBL	32	inhibitor	0.351071749	METFORMIN HYDROCHLORIDE	rxcui:235743	METFORMIN HYDROCHLORIDE	TRUE	FALSE	TRUE
NDUFB4	hgnc:7699	NDUFB4	ChEMBL	32	inhibitor	0.351071749	METFORMIN HYDROCHLORIDE	rxcui:235743	METFORMIN HYDROCHLORIDE	TRUE	FALSE	TRUE
GABRQ	hgnc:14454	GABRQ	ChEMBL	32	positive modulator	0.036228534	METHOXYFLURANE	rxcui:6857	METHOXYFLURANE	TRUE	FALSE	FALSE
GABRG2	hgnc:4087	GABRG2	ChEMBL	32	positive modulator	0.031915614	METHOXYFLURANE	rxcui:6857	METHOXYFLURANE	TRUE	FALSE	FALSE
GABRA2	hgnc:4076	GABRA2	ChEMBL	32	positive modulator	0.029460566	METHOXYFLURANE	rxcui:6857	METHOXYFLURANE	TRUE	FALSE	FALSE
GABRB1	hgnc:4081	GABRB1	ChEMBL	32	negative modulator	0.037856261	FLUMAZENIL	rxcui:4457	FLUMAZENIL	TRUE	FALSE	FALSE
GABRA5	hgnc:4079	GABRA5	ChEMBL	32	positive modulator	0.030464904	METHOXYFLURANE	rxcui:6857	METHOXYFLURANE	TRUE	FALSE	FALSE
GABRG1	hgnc:4086	GABRG1	ChEMBL	32	negative modulator	0.039797607	FLUMAZENIL	rxcui:4457	FLUMAZENIL	TRUE	FALSE	FALSE
GABRE	hgnc:4085	GABRE	ChEMBL	32	positive modulator	0.034370661	METHOXYFLURANE	rxcui:6857	METHOXYFLURANE	TRUE	FALSE	FALSE
GABRA4	hgnc:4078	GABRA4	ChEMBL	32	negative modulator	0.037856261	FLUMAZENIL	rxcui:4457	FLUMAZENIL	TRUE	FALSE	FALSE
GABRQ	hgnc:14454	GABRQ	ChEMBL	32	agonist	0.04427932	MEPROBAMATE	rxcui:6760	MEPROBAMATE	TRUE	FALSE	FALSE
GABRA4	hgnc:4078	GABRA4	ChEMBL	32	agonist	0.119878158	MEPROBAMATE	rxcui:6760	MEPROBAMATE	TRUE	FALSE	FALSE
GABRB2	hgnc:4082	GABRB2	ChEMBL	32	agonist	0.03810081	MEPROBAMATE	rxcui:6760	MEPROBAMATE	TRUE	FALSE	FALSE
GABRB3	hgnc:4083	GABRB3	ChEMBL	32	agonist	0.040452712	MEPROBAMATE	rxcui:6760	MEPROBAMATE	TRUE	FALSE	FALSE
GABRE	hgnc:4085	GABRE	ChEMBL	32	positive modulator	0.103111982	CLOBAZAM	rxcui:21241	CLOBAZAM	TRUE	FALSE	FALSE
GABRA5	hgnc:4079	GABRA5	ChEMBL	32	positive modulator	0.091394712	CLOBAZAM	rxcui:21241	CLOBAZAM	TRUE	FALSE	FALSE
GABRG1	hgnc:4086	GABRG1	ChEMBL	32	positive modulator	0.103111982	CLOBAZAM	rxcui:21241	CLOBAZAM	TRUE	FALSE	FALSE
GABRE	hgnc:4085	GABRE	ChEMBL	32	positive modulator	0.098628853	CLONAZEPAM	rxcui:2598	CLONAZEPAM	TRUE	FALSE	FALSE
GABRA4	hgnc:4078	GABRA4	ChEMBL	32	positive modulator	0.093817689	CLONAZEPAM	rxcui:2598	CLONAZEPAM	TRUE	FALSE	FALSE
GABRP	hgnc:4089	GABRP	ChEMBL	32	positive modulator	0.097380386	CLONAZEPAM	rxcui:2598	CLONAZEPAM	TRUE	FALSE	FALSE
GABRA6	hgnc:4080	GABRA6	ChEMBL	32	positive modulator	0.061055956	CLONAZEPAM	rxcui:2598	CLONAZEPAM	TRUE	FALSE	FALSE
GABRA1	hgnc:4075	GABRA1	ChEMBL	32	positive modulator	0.035788868	BUTABARBITAL SODIUM	rxcui:91109	BUTABARBITAL SODIUM	TRUE	FALSE	FALSE
GABRP	hgnc:4089	GABRP	ChEMBL	32	positive modulator	0.029863318	ACAMPROSATE CALCIUM	rxcui:152761	ACAMPROSATE CALCIUM	TRUE	FALSE	FALSE
GABRG1	hgnc:4086	GABRG1	ChEMBL	32	positive modulator	0.030246181	ACAMPROSATE CALCIUM	rxcui:152761	ACAMPROSATE CALCIUM	TRUE	FALSE	FALSE
GABRA6	hgnc:4080	GABRA6	ChEMBL	32	positive modulator	0.043883969	BUTABARBITAL SODIUM	rxcui:91109	BUTABARBITAL SODIUM	TRUE	FALSE	FALSE
GABRG1	hgnc:4086	GABRG1	ChEMBL	32	positive modulator	0.047259659	BUTABARBITAL SODIUM	rxcui:91109	BUTABARBITAL SODIUM	TRUE	FALSE	FALSE
GABRA4	hgnc:4078	GABRA4	ChEMBL	32	positive modulator	0.028770758	ACAMPROSATE CALCIUM	rxcui:152761	ACAMPROSATE CALCIUM	TRUE	FALSE	FALSE
GABRE	hgnc:4085	GABRE	ChEMBL	32	positive modulator	0.047259659	BUTABARBITAL SODIUM	rxcui:91109	BUTABARBITAL SODIUM	TRUE	FALSE	FALSE
GABRB2	hgnc:4082	GABRB2	ChEMBL	32	positive modulator	0.034290729	METHARBITAL	rxcui:6825	METHARBITAL	TRUE	FALSE	FALSE
GABRA2	hgnc:4076	GABRA2	ChEMBL	32	positive modulator	0.097219869	METHARBITAL	rxcui:6825	METHARBITAL	TRUE	FALSE	FALSE
GABRA6	hgnc:4080	GABRA6	ChEMBL	32	positive modulator	0.043883969	METHYPRYLON	rxcui:6910	METHYPRYLON	TRUE	FALSE	FALSE
GABRG1	hgnc:4086	GABRG1	ChEMBL	32	positive modulator	0.037807727	METHARBITAL	rxcui:6825	METHARBITAL	TRUE	FALSE	FALSE
GABRB2	hgnc:4082	GABRB2	ChEMBL	32	positive modulator	0.042863411	METHYPRYLON	rxcui:6910	METHYPRYLON	TRUE	FALSE	FALSE
GABRG2	hgnc:4087	GABRG2	ChEMBL	32	positive modulator	0.043883969	METHYPRYLON	rxcui:6910	METHYPRYLON	TRUE	FALSE	FALSE
GABRG3	hgnc:4088	GABRG3	ChEMBL	32	positive modulator	0.067793165	METHARBITAL	rxcui:6825	METHARBITAL	TRUE	FALSE	FALSE
GABRB1	hgnc:4081	GABRB1	ChEMBL	32	positive modulator	0.035963447	METHARBITAL	rxcui:6825	METHARBITAL	TRUE	FALSE	FALSE
GABRA5	hgnc:4079	GABRA5	ChEMBL	32	positive modulator	0.02234093	PROPOFOL	rxcui:8782	PROPOFOL	TRUE	FALSE	FALSE
GABRA6	hgnc:4080	GABRA6	ChEMBL	32	positive modulator	0.023404783	PROPOFOL	rxcui:8782	PROPOFOL	TRUE	FALSE	FALSE
GABRD	hgnc:4084	GABRD	ChEMBL	32	positive modulator	0.04787342	SECOBARBITAL SODIUM	rxcui:91110	SECOBARBITAL SODIUM	TRUE	FALSE	FALSE
GABRG1	hgnc:4086	GABRG1	ChEMBL	32	positive modulator	0.047259659	SECOBARBITAL SODIUM	rxcui:91110	SECOBARBITAL SODIUM	TRUE	FALSE	FALSE
GABRA6	hgnc:4080	GABRA6	ChEMBL	32	positive modulator	0.043883969	SECOBARBITAL SODIUM	rxcui:91110	SECOBARBITAL SODIUM	TRUE	FALSE	FALSE
GABRA1	hgnc:4075	GABRA1	ChEMBL	32	positive modulator	0.208226139	ZOLPIDEM TARTRATE	rxcui:221183	ZOLPIDEM TARTRATE	TRUE	FALSE	FALSE
GABRB1	hgnc:4081	GABRB1	ChEMBL	32	positive modulator	0.065388086	ZOLPIDEM TARTRATE	rxcui:221183	ZOLPIDEM TARTRATE	TRUE	FALSE	FALSE
FOLP	NULL	NULL	ChEMBL	32	inhibitor	NULL	"SULFADIAZINE, SILVER"	rxcui:9793	SILVER SULFADIAZINE	TRUE	FALSE	FALSE
FOLP	NULL	NULL	ChEMBL	32	inhibitor	NULL	SULFALENE	rxcui:10175	SULFALENE	TRUE	FALSE	FALSE
FOLP	NULL	NULL	ChEMBL	32	inhibitor	NULL	MAFENIDE ACETATE	rxcui:6572	MAFENIDE	TRUE	FALSE	FALSE
FOLP	NULL	NULL	ChEMBL	32	inhibitor	NULL	SULFAMETHOXAZOLE	rxcui:10180	SULFAMETHOXAZOLE	TRUE	FALSE	FALSE
BLA	NULL	NULL	ChEMBL	32	inhibitor	NULL	CLAVULANATE POTASSIUM	rxcui:831418	CLAVULANATE POTASSIUM	TRUE	FALSE	FALSE
BLAT-3	NULL	NULL	ChEMBL	32	inhibitor	NULL	CLAVULANATE POTASSIUM	rxcui:831418	CLAVULANATE POTASSIUM	TRUE	FALSE	FALSE
BLAT-4	NULL	NULL	ChEMBL	32	inhibitor	NULL	CLAVULANATE POTASSIUM	rxcui:831418	CLAVULANATE POTASSIUM	TRUE	FALSE	FALSE
BLAT-5	NULL	NULL	ChEMBL	32	inhibitor	NULL	CLAVULANATE POTASSIUM	rxcui:831418	CLAVULANATE POTASSIUM	TRUE	FALSE	FALSE
BLAT-6	NULL	NULL	ChEMBL	32	inhibitor	NULL	CLAVULANATE POTASSIUM	rxcui:831418	CLAVULANATE POTASSIUM	TRUE	FALSE	FALSE
DACB	NULL	NULL	ChEMBL	32	inhibitor	NULL	CEFAMANDOLE NAFATE	rxcui:20473	CEFAMANDOLE NAFATE	TRUE	FALSE	FALSE
FTSI	NULL	NULL	ChEMBL	32	inhibitor	NULL	CEFAMANDOLE NAFATE	rxcui:20473	CEFAMANDOLE NAFATE	TRUE	FALSE	FALSE
MRCA	NULL	NULL	ChEMBL	32	inhibitor	NULL	CEFAMANDOLE NAFATE	rxcui:20473	CEFAMANDOLE NAFATE	TRUE	FALSE	FALSE
MRCB	NULL	NULL	ChEMBL	32	inhibitor	NULL	CEFAMANDOLE NAFATE	rxcui:20473	CEFAMANDOLE NAFATE	TRUE	FALSE	FALSE
DACA	NULL	NULL	ChEMBL	32	inhibitor	NULL	CEFAMANDOLE NAFATE	rxcui:20473	CEFAMANDOLE NAFATE	TRUE	FALSE	FALSE
MRDA	NULL	NULL	ChEMBL	32	inhibitor	NULL	CEFAMANDOLE NAFATE	rxcui:20473	CEFAMANDOLE NAFATE	TRUE	FALSE	FALSE
DACC	NULL	NULL	ChEMBL	32	inhibitor	NULL	CEFAMANDOLE NAFATE	rxcui:20473	CEFAMANDOLE NAFATE	TRUE	FALSE	FALSE
DACB	NULL	NULL	ChEMBL	32	inhibitor	NULL	CEFACLOR	rxcui:1450910	CEFACLOR ANHYDROUS	TRUE	FALSE	FALSE
FTSI	NULL	NULL	ChEMBL	32	inhibitor	NULL	CEFACLOR	rxcui:1450910	CEFACLOR ANHYDROUS	TRUE	FALSE	FALSE
MRCA	NULL	NULL	ChEMBL	32	inhibitor	NULL	CEFACLOR	rxcui:1450910	CEFACLOR ANHYDROUS	TRUE	FALSE	FALSE
MRCB	NULL	NULL	ChEMBL	32	inhibitor	NULL	CEFACLOR	rxcui:1450910	CEFACLOR ANHYDROUS	TRUE	FALSE	FALSE
DACA	NULL	NULL	ChEMBL	32	inhibitor	NULL	CEFACLOR	rxcui:1450910	CEFACLOR ANHYDROUS	TRUE	FALSE	FALSE
MRDA	NULL	NULL	ChEMBL	32	inhibitor	NULL	CEFACLOR	rxcui:1450910	CEFACLOR ANHYDROUS	TRUE	FALSE	FALSE
DACC	NULL	NULL	ChEMBL	32	inhibitor	NULL	CEFACLOR	rxcui:1450910	CEFACLOR ANHYDROUS	TRUE	FALSE	FALSE
DACB	NULL	NULL	ChEMBL	32	inhibitor	NULL	CEPHALOTHIN SODIUM	rxcui:9860	CEPHALOTHIN SODIUM	TRUE	FALSE	FALSE
FTSI	NULL	NULL	ChEMBL	32	inhibitor	NULL	CEPHALOTHIN SODIUM	rxcui:9860	CEPHALOTHIN SODIUM	TRUE	FALSE	FALSE
MRCA	NULL	NULL	ChEMBL	32	inhibitor	NULL	CEPHALOTHIN SODIUM	rxcui:9860	CEPHALOTHIN SODIUM	TRUE	FALSE	FALSE
MRCB	NULL	NULL	ChEMBL	32	inhibitor	NULL	CEPHALOTHIN SODIUM	rxcui:9860	CEPHALOTHIN SODIUM	TRUE	FALSE	FALSE
DACA	NULL	NULL	ChEMBL	32	inhibitor	NULL	CEPHALOTHIN SODIUM	rxcui:9860	CEPHALOTHIN SODIUM	TRUE	FALSE	FALSE
MRDA	NULL	NULL	ChEMBL	32	inhibitor	NULL	CEPHALOTHIN SODIUM	rxcui:9860	CEPHALOTHIN SODIUM	TRUE	FALSE	FALSE
DACC	NULL	NULL	ChEMBL	32	inhibitor	NULL	CEPHALOTHIN SODIUM	rxcui:9860	CEPHALOTHIN SODIUM	TRUE	FALSE	FALSE
DACB	NULL	NULL	ChEMBL	32	inhibitor	NULL	CEPHALOGLYCIN	ncit:C65307	CEPHALOGLYCIN	TRUE	FALSE	FALSE
FTSI	NULL	NULL	ChEMBL	32	inhibitor	NULL	CEPHALOGLYCIN	ncit:C65307	CEPHALOGLYCIN	TRUE	FALSE	FALSE
MRCA	NULL	NULL	ChEMBL	32	inhibitor	NULL	CEPHALOGLYCIN	ncit:C65307	CEPHALOGLYCIN	TRUE	FALSE	FALSE
MRCB	NULL	NULL	ChEMBL	32	inhibitor	NULL	CEPHALOGLYCIN	ncit:C65307	CEPHALOGLYCIN	TRUE	FALSE	FALSE
DACA	NULL	NULL	ChEMBL	32	inhibitor	NULL	CEPHALOGLYCIN	ncit:C65307	CEPHALOGLYCIN	TRUE	FALSE	FALSE
MRDA	NULL	NULL	ChEMBL	32	inhibitor	NULL	CEPHALOGLYCIN	ncit:C65307	CEPHALOGLYCIN	TRUE	FALSE	FALSE
DACC	NULL	NULL	ChEMBL	32	inhibitor	NULL	CEPHALOGLYCIN	ncit:C65307	CEPHALOGLYCIN	TRUE	FALSE	FALSE
DACB	NULL	NULL	ChEMBL	32	inhibitor	NULL	CEFMETAZOLE SODIUM	rxcui:203140	CEFMETAZOLE SODIUM	TRUE	FALSE	FALSE
FTSI	NULL	NULL	ChEMBL	32	inhibitor	NULL	CEFMETAZOLE SODIUM	rxcui:203140	CEFMETAZOLE SODIUM	TRUE	FALSE	FALSE
MRCA	NULL	NULL	ChEMBL	32	inhibitor	NULL	CEFMETAZOLE SODIUM	rxcui:203140	CEFMETAZOLE SODIUM	TRUE	FALSE	FALSE
MRCB	NULL	NULL	ChEMBL	32	inhibitor	NULL	CEFMETAZOLE SODIUM	rxcui:203140	CEFMETAZOLE SODIUM	TRUE	FALSE	FALSE
DACA	NULL	NULL	ChEMBL	32	inhibitor	NULL	CEFMETAZOLE SODIUM	rxcui:203140	CEFMETAZOLE SODIUM	TRUE	FALSE	FALSE
MRDA	NULL	NULL	ChEMBL	32	inhibitor	NULL	CEFMETAZOLE SODIUM	rxcui:203140	CEFMETAZOLE SODIUM	TRUE	FALSE	FALSE
DACC	NULL	NULL	ChEMBL	32	inhibitor	NULL	CEFMETAZOLE SODIUM	rxcui:203140	CEFMETAZOLE SODIUM	TRUE	FALSE	FALSE
DACB	NULL	NULL	ChEMBL	32	inhibitor	NULL	CEFORANIDE	rxcui:20486	CEFORANIDE	TRUE	FALSE	FALSE
FTSI	NULL	NULL	ChEMBL	32	inhibitor	NULL	CEFORANIDE	rxcui:20486	CEFORANIDE	TRUE	FALSE	FALSE
MRCA	NULL	NULL	ChEMBL	32	inhibitor	NULL	CEFORANIDE	rxcui:20486	CEFORANIDE	TRUE	FALSE	FALSE
MRCB	NULL	NULL	ChEMBL	32	inhibitor	NULL	CEFORANIDE	rxcui:20486	CEFORANIDE	TRUE	FALSE	FALSE
DACA	NULL	NULL	ChEMBL	32	inhibitor	NULL	CEFORANIDE	rxcui:20486	CEFORANIDE	TRUE	FALSE	FALSE
MRDA	NULL	NULL	ChEMBL	32	inhibitor	NULL	CEFORANIDE	rxcui:20486	CEFORANIDE	TRUE	FALSE	FALSE
DACC	NULL	NULL	ChEMBL	32	inhibitor	NULL	CEFORANIDE	rxcui:20486	CEFORANIDE	TRUE	FALSE	FALSE
DACB	NULL	NULL	ChEMBL	32	inhibitor	NULL	CEFTAROLINE FOSAMIL ACETATE	rxcui:1743286	CEFTAROLINE FOSAMIL ACETATE	TRUE	FALSE	FALSE
FTSI	NULL	NULL	ChEMBL	32	inhibitor	NULL	CEFTAROLINE FOSAMIL ACETATE	rxcui:1743286	CEFTAROLINE FOSAMIL ACETATE	TRUE	FALSE	FALSE
MRCA	NULL	NULL	ChEMBL	32	inhibitor	NULL	CEFTAROLINE FOSAMIL ACETATE	rxcui:1743286	CEFTAROLINE FOSAMIL ACETATE	TRUE	FALSE	FALSE
MRCB	NULL	NULL	ChEMBL	32	inhibitor	NULL	CEFTAROLINE FOSAMIL ACETATE	rxcui:1743286	CEFTAROLINE FOSAMIL ACETATE	TRUE	FALSE	FALSE
DACA	NULL	NULL	ChEMBL	32	inhibitor	NULL	CEFTAROLINE FOSAMIL ACETATE	rxcui:1743286	CEFTAROLINE FOSAMIL ACETATE	TRUE	FALSE	FALSE
MRDA	NULL	NULL	ChEMBL	32	inhibitor	NULL	CEFTAROLINE FOSAMIL ACETATE	rxcui:1743286	CEFTAROLINE FOSAMIL ACETATE	TRUE	FALSE	FALSE
DACC	NULL	NULL	ChEMBL	32	inhibitor	NULL	CEFTAROLINE FOSAMIL ACETATE	rxcui:1743286	CEFTAROLINE FOSAMIL ACETATE	TRUE	FALSE	FALSE
DACB	NULL	NULL	ChEMBL	32	inhibitor	NULL	CEFADROXIL	rxcui:1545975	CEFADROXIL ANHYDROUS	TRUE	FALSE	FALSE
FTSI	NULL	NULL	ChEMBL	32	inhibitor	NULL	CEFADROXIL	rxcui:1545975	CEFADROXIL ANHYDROUS	TRUE	FALSE	FALSE
